update,total_env_steps,total_episodes,wall_time_s,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,lr,mean_reward,mean_ante,max_ante,mean_ep_len,win_rate,throughput_steps_per_sec
225,460800,100,1130.68,-0.058099,-0.005938,0.001196,1.0552,0.00435,0.056,0.0003,0.2514,1.0,1,12.3,0.0,403.0
226,462848,100,1135.79,-0.060036,-0.005268,0.001066,1.106,0.008148,0.0659,0.0003,0.2503,1.0,1,13.4,0.0,401.0
227,464896,100,1140.81,-0.063193,-0.004547,0.001118,1.1841,0.005571,0.0604,0.0003,0.2503,1.0,1,13.2,0.0,409.0
228,466944,100,1145.88,-0.058163,-0.004652,0.000863,1.0788,0.003745,0.0491,0.0003,0.2517,1.0,1,12.1,0.0,404.0
229,468992,100,1150.94,-0.062469,-0.008489,0.001713,1.0967,0.009223,0.0737,0.0003,0.251,1.0,1,12.6,0.0,405.0
230,471040,100,1156.08,-0.057597,-0.005428,0.001659,1.06,0.00489,0.0569,0.0003,0.2518,1.0,1,11.8,0.0,399.0
231,473088,100,1161.18,-0.059576,-0.005615,0.001344,1.0927,0.003367,0.0392,0.0003,0.2511,1.0,1,12.5,0.0,401.0
232,475136,100,1166.27,-0.056383,-0.007011,0.001586,1.0033,0.006584,0.0756,0.0003,0.2515,1.0,1,12.2,0.0,403.0
233,477184,100,1171.35,-0.055808,-0.006328,0.00182,1.0078,0.008911,0.0991,0.0003,0.2515,1.0,1,12.1,0.0,404.0
234,479232,100,1176.42,-0.058922,-0.006586,0.001126,1.058,0.008846,0.071,0.0003,0.2508,1.0,1,12.8,0.0,404.0
235,481280,100,1181.47,-0.057543,-0.005428,0.00147,1.057,0.006603,0.1011,0.0003,0.2507,1.0,1,12.9,0.0,406.0
236,483328,100,1186.58,-0.053771,-0.003848,0.001062,1.0091,0.004496,0.0522,0.0003,0.2522,1.0,1,11.4,0.0,401.0
237,485376,100,1191.72,-0.052344,-0.004079,0.001242,0.9777,0.00638,0.0659,0.0003,0.2525,1.0,1,11.3,0.0,399.0
238,487424,100,1196.96,-0.053128,-0.004118,0.001228,0.9925,0.004789,0.063,0.0003,0.2525,1.0,1,11.5,0.0,391.0
239,489472,100,1202.32,-0.054486,-0.005472,0.001066,0.991,0.004266,0.0266,0.0003,0.2519,1.0,1,11.8,0.0,382.0
240,491520,100,1207.51,-0.052509,-0.001963,0.000945,1.0204,0.003968,0.0371,0.0003,0.252,1.0,1,11.8,0.0,394.0
241,493568,100,1212.56,-0.057466,-0.005936,0.001005,1.0407,0.004394,0.0568,0.0003,0.2519,1.0,1,12.1,0.0,406.0
242,495616,100,1217.62,-0.055715,-0.005463,0.001011,1.0151,0.00457,0.051,0.0003,0.252,1.0,1,11.9,0.0,405.0
243,497664,100,1222.69,-0.056474,-0.007302,0.001226,0.9957,0.009784,0.1427,0.0003,0.2516,1.0,1,12.2,0.0,404.0
244,499712,100,1227.83,-0.055253,-0.009503,0.001317,0.9282,0.01343,0.0807,0.0003,0.2521,1.0,1,11.7,0.0,399.0
245,501760,100,1233.02,-0.048457,-0.003228,0.001078,0.9154,0.002789,0.026,0.0003,0.2528,1.0,1,11.0,0.0,395.0
246,503808,100,1238.34,-0.051027,-0.003771,0.001098,0.9561,0.006092,0.0688,0.0003,0.2525,1.0,1,11.2,0.0,386.0
247,505856,100,1243.97,-0.051628,-0.004676,0.000998,0.949,0.0041,0.0446,0.0003,0.2523,1.0,1,11.5,0.0,364.0
248,507904,100,1249.04,-0.053856,-0.002744,0.001099,1.0332,0.00654,0.088,0.0003,0.2525,1.0,1,11.1,0.0,404.0
249,509952,100,1254.03,-0.059334,-0.004048,0.000818,1.1139,0.002769,0.02,0.0003,0.2507,1.0,1,13.1,0.0,411.0
250,512000,100,1258.99,-0.060868,-0.004445,0.001343,1.1419,0.007055,0.0823,0.0003,0.2511,1.0,1,13.0,0.0,413.0
